,tanggal_kejadian,kota_administrasi,lokasi,rw,jumlah_terdampak_jiwa,ketinggian_air,tahun
1727,2020-01-18,jakarta barat,"jakarta barat, kota bambu utara",9,0,70,2020
1728,2020-01-01,jakarta barat,"jakarta barat, palmerah",3,0,70,2020
1729,2020-01-01,jakarta barat,"jakarta barat, palmerah",12,0,70,2020
1730,2020-01-01,jakarta barat,"jakarta barat, palmerah",13,0,70,2020
1731,2020-01-01,jakarta barat,"jakarta barat, palmerah",15,0,70,2020
1732,2020-01-18,jakarta barat,"jakarta barat, palmerah",3,0,70,2020
1733,2020-01-18,jakarta barat,"jakarta barat, palmerah",12,0,70,2020
1734,2020-01-18,jakarta barat,"jakarta barat, palmerah",13,0,70,2020
1735,2020-01-18,jakarta barat,"jakarta barat, palmerah",15,0,70,2020
1736,2020-01-01,jakarta barat,"jakarta barat, slipi",3,0,70,2020
1737,2020-01-01,jakarta barat,"jakarta barat, slipi",4,0,70,2020
1738,2020-01-01,jakarta barat,"jakarta barat, slipi",5,0,70,2020
1739,2020-01-01,jakarta selatan,"jakarta selatan, cilandak barat",2,300,180,2020
1740,2020-01-01,jakarta selatan,"jakarta selatan, cilandak barat",12,300,180,2020
1741,2020-01-01,jakarta selatan,"jakarta selatan, cipete selatan",7,65,30,2020
1742,2020-01-01,jakarta selatan,"jakarta selatan, lebak bulus",4,91,70,2020
1743,2020-01-01,jakarta selatan,"jakarta selatan, lebak bulus",8,91,70,2020
1744,2020-01-24,jakarta selatan,"jakarta selatan, lebak bulus",4,91,70,2020
1745,2020-01-24,jakarta selatan,"jakarta selatan, lebak bulus",8,91,70,2020
1746,2020-01-26,jakarta selatan,"jakarta selatan, lebak bulus",4,91,70,2020
1747,2020-01-26,jakarta selatan,"jakarta selatan, lebak bulus",8,91,70,2020
1748,2020-01-01,jakarta selatan,"jakarta selatan, pondok labu",1,134,70,2020
1749,2020-01-01,jakarta selatan,"jakarta selatan, pondok labu",2,134,70,2020
1750,2020-01-01,jakarta selatan,"jakarta selatan, pondok labu",3,134,70,2020
1751,2020-01-01,jakarta selatan,"jakarta selatan, pondok labu",7,134,70,2020
1752,2020-01-01,jakarta selatan,"jakarta selatan, pondok labu",9,134,70,2020
1753,2020-01-01,jakarta selatan,"jakarta selatan, pondok labu",10,134,70,2020
1754,2020-01-26,jakarta selatan,"jakarta selatan, pondok labu",1,134,70,2020
1755,2020-01-26,jakarta selatan,"jakarta selatan, pondok labu",2,134,70,2020
1756,2020-01-26,jakarta selatan,"jakarta selatan, pondok labu",3,134,70,2020
1757,2020-01-26,jakarta selatan,"jakarta selatan, pondok labu",7,134,70,2020
1758,2020-01-26,jakarta selatan,"jakarta selatan, pondok labu",9,134,70,2020
1759,2020-01-26,jakarta selatan,"jakarta selatan, pondok labu",10,134,70,2020
1760,2020-01-01,jakarta selatan,"jakarta selatan, jagakarsa",2,235,70,2020
1761,2020-01-01,jakarta selatan,"jakarta selatan, jagakarsa",4,235,70,2020
1762,2020-01-01,jakarta selatan,"jakarta selatan, tanjung barat",1,0,70,2020
1763,2020-01-01,jakarta selatan,"jakarta selatan, tanjung barat",4,0,70,2020
1764,2020-01-01,jakarta selatan,"jakarta selatan, tanjung barat",5,0,70,2020
1765,2020-01-01,jakarta selatan,"jakarta selatan, ciganjur",. 01,150,100,2020
1766,2020-01-01,jakarta selatan,"jakarta selatan, ciganjur",5,150,100,2020
1767,2020-01-01,jakarta selatan,"jakarta selatan, ciganjur",6,150,100,2020
1768,2020-01-01,jakarta selatan,"jakarta selatan, srengseng sawah",.08,372,30,2020
1769,2020-01-01,jakarta selatan,"jakarta selatan, lenteng agung",. 01,507,30,2020
1770,2020-01-01,jakarta selatan,"jakarta selatan, lenteng agung",2,507,30,2020
1771,2020-01-01,jakarta selatan,"jakarta selatan, lenteng agung",3,507,30,2020
1772,2020-01-01,jakarta selatan,"jakarta selatan, lenteng agung",7,507,30,2020
1773,2020-01-01,jakarta selatan,"jakarta selatan, cipedak",.01,175,30,2020
1774,2020-01-01,jakarta selatan,"jakarta selatan, gunung",1,40,150,2020
1775,2020-01-01,jakarta selatan,"jakarta selatan, gunung",6,40,150,2020
1776,2020-01-01,jakarta selatan,"jakarta selatan, kramat pela",2,52,150,2020
1777,2020-01-01,jakarta selatan,"jakarta selatan, kramat pela",9,52,150,2020
1778,2020-01-01,jakarta selatan,"jakarta selatan, kramat pela",10,52,150,2020
1779,2020-01-18,jakarta selatan,"jakarta selatan, kramat pela",2,52,150,2020
1780,2020-01-18,jakarta selatan,"jakarta selatan, kramat pela",9,52,150,2020
1781,2020-01-18,jakarta selatan,"jakarta selatan, kramat pela",10,52,150,2020
1782,2020-01-01,jakarta selatan,"jakarta selatan, petogogan",1,0,150,2020
1783,2020-01-01,jakarta selatan,"jakarta selatan, petogogan",2,0,150,2020
1784,2020-01-01,jakarta selatan,"jakarta selatan, petogogan",3,0,150,2020
1785,2020-01-18,jakarta selatan,"jakarta selatan, petogogan",1,0,150,2020
1786,2020-01-18,jakarta selatan,"jakarta selatan, petogogan",2,0,150,2020
1787,2020-01-18,jakarta selatan,"jakarta selatan, petogogan",3,0,150,2020
1788,2020-01-01,jakarta selatan,"jakarta selatan, pulo",3,16,150,2020
1789,2020-01-01,jakarta selatan,"jakarta selatan, pulo",7,16,150,2020
1790,2020-01-01,jakarta selatan,"jakarta selatan, rawa barat",5,99,150,2020
1791,2020-01-01,jakarta selatan,"jakarta selatan, cipete utara",.01,231,70,2020
1792,2020-01-01,jakarta selatan,"jakarta selatan, cipete utara",2,231,70,2020
1793,2020-01-01,jakarta selatan,"jakarta selatan, cipete utara",3,231,70,2020
1794,2020-01-01,jakarta selatan,"jakarta selatan, cipete utara",4,231,70,2020
1795,2020-01-01,jakarta selatan,"jakarta selatan, cipete utara",6,231,70,2020
1796,2020-01-01,jakarta selatan,"jakarta selatan, cipete utara",7,231,70,2020
1797,2020-01-01,jakarta selatan,"jakarta selatan, cipete utara",9,231,70,2020
1798,2020-01-01,jakarta selatan,"jakarta selatan, cipete utara",13,231,70,2020
1799,2020-01-01,jakarta selatan,"jakarta selatan, cipulir",5,675,150,2020
1800,2020-01-01,jakarta selatan,"jakarta selatan, cipulir",6,675,150,2020
1801,2020-01-01,jakarta selatan,"jakarta selatan, cipulir",7,675,150,2020
1802,2020-01-01,jakarta selatan,"jakarta selatan, cipulir",8,675,150,2020
1803,2020-01-01,jakarta selatan,"jakarta selatan, cipulir",9,675,150,2020
1804,2020-01-01,jakarta selatan,"jakarta selatan, cipulir",10,675,150,2020
1805,2020-01-01,jakarta selatan,"jakarta selatan, grogol selatan",5,250,70,2020
1806,2020-01-01,jakarta selatan,"jakarta selatan, grogol selatan",6,250,70,2020
1807,2020-01-18,jakarta selatan,"jakarta selatan, grogol selatan",5,250,70,2020
1808,2020-01-18,jakarta selatan,"jakarta selatan, grogol selatan",6,250,70,2020
1809,2020-01-01,jakarta selatan,"jakarta selatan, grogol utara",. 04,0,60,2020
1810,2020-01-01,jakarta selatan,"jakarta selatan, grogol utara",5,0,60,2020
1811,2020-01-01,jakarta selatan,"jakarta selatan, grogol utara",14,0,60,2020
1812,2020-01-18,jakarta selatan,"jakarta selatan, grogol utara",. 04,0,60,2020
1813,2020-01-18,jakarta selatan,"jakarta selatan, grogol utara",5,0,60,2020
1814,2020-01-18,jakarta selatan,"jakarta selatan, grogol utara",14,0,60,2020
1815,2020-01-01,jakarta selatan,"jakarta selatan, kebayoran lama selatan",10,55,150,2020
1816,2020-01-01,jakarta selatan,"jakarta selatan, kebayoran lama utara",11,700,70,2020
1817,2020-01-01,jakarta selatan,"jakarta selatan, pondok pinang",5,962,150,2020
1818,2020-01-01,jakarta selatan,"jakarta selatan, pondok pinang",8,962,150,2020
1819,2020-01-01,jakarta selatan,"jakarta selatan, bangka",1,1041,150,2020
1820,2020-01-01,jakarta selatan,"jakarta selatan, bangka",2,1041,150,2020
1821,2020-01-01,jakarta selatan,"jakarta selatan, bangka",3,1041,150,2020
1822,2020-01-01,jakarta selatan,"jakarta selatan, bangka",4,1041,150,2020
1823,2020-01-01,jakarta selatan,"jakarta selatan, kuningan barat",1,816,150,2020
1824,2020-01-01,jakarta selatan,"jakarta selatan, kuningan barat",2,816,150,2020
1825,2020-01-01,jakarta selatan,"jakarta selatan, kuningan barat",3,816,150,2020
1826,2020-01-01,jakarta selatan,"jakarta selatan, kuningan barat",4,816,150,2020
1827,2020-01-01,jakarta selatan,"jakarta selatan, kuningan barat",5,816,150,2020
1828,2020-01-01,jakarta selatan,"jakarta selatan, mampang prapatan",4,797,150,2020
1829,2020-01-01,jakarta selatan,"jakarta selatan, mampang prapatan",6,797,150,2020
1830,2020-01-01,jakarta selatan,"jakarta selatan, pela mampang",4,1099,150,2020
1831,2020-01-01,jakarta selatan,"jakarta selatan, pela mampang",6,1099,150,2020
1832,2020-01-01,jakarta selatan,"jakarta selatan, pela mampang",9,1099,150,2020
1833,2020-01-01,jakarta selatan,"jakarta selatan, pela mampang",11,1099,150,2020
1834,2020-01-01,jakarta selatan,"jakarta selatan, tegal parang",3,1058,150,2020
1835,2020-01-01,jakarta selatan,"jakarta selatan, tegal parang",4,1058,150,2020
1836,2020-01-01,jakarta selatan,"jakarta selatan, tegal parang",5,1058,150,2020
1837,2020-01-01,jakarta selatan,"jakarta selatan, tegal parang",6,1058,150,2020
1838,2020-01-01,jakarta selatan,"jakarta selatan, tegal parang",7,1058,150,2020
1839,2020-01-01,jakarta selatan,"jakarta selatan, cikoko",1,147,150,2020
1840,2020-01-01,jakarta selatan,"jakarta selatan, kalibata",1,3615,200,2020
1841,2020-01-01,jakarta selatan,"jakarta selatan, kalibata",4,3615,200,2020
1842,2020-01-01,jakarta selatan,"jakarta selatan, kalibata",5,3615,200,2020
1843,2020-01-01,jakarta selatan,"jakarta selatan, kalibata",6,3615,200,2020
1844,2020-01-01,jakarta selatan,"jakarta selatan, kalibata",8,3615,200,2020
1845,2020-01-01,jakarta selatan,"jakarta selatan, kalibata",9,3615,200,2020
1846,2020-01-01,jakarta selatan,"jakarta selatan, kalibata",10,3615,200,2020
1847,2020-01-01,jakarta selatan,"jakarta selatan, pancoran",3,335,30,2020
1848,2020-01-01,jakarta selatan,"jakarta selatan, pancoran",4,335,30,2020
1849,2020-01-01,jakarta selatan,"jakarta selatan, pengadegan",1,1540,200,2020
1850,2020-01-01,jakarta selatan,"jakarta selatan, pengadegan",2,1540,200,2020
1851,2020-01-09,jakarta selatan,"jakarta selatan, pengadegan",1,1540,200,2020
1852,2020-01-09,jakarta selatan,"jakarta selatan, pengadegan",2,1540,200,2020
1853,2020-01-01,jakarta selatan,"jakarta selatan, rawajati",3,405,70,2020
1854,2020-01-01,jakarta selatan,"jakarta selatan, rawajati",7,405,70,2020
1855,2020-01-09,jakarta selatan,"jakarta selatan, rawajati",3,405,70,2020
1856,2020-01-09,jakarta selatan,"jakarta selatan, rawajati",7,405,70,2020
1857,2020-01-18,jakarta selatan,"jakarta selatan, rawajati",3,405,70,2020
1858,2020-01-18,jakarta selatan,"jakarta selatan, rawajati",7,405,70,2020
1859,2020-01-01,jakarta selatan,"jakarta selatan, duren tiga",1,345,30,2020
1860,2020-01-01,jakarta selatan,"jakarta selatan, duren tiga",2,345,30,2020
1861,2020-01-01,jakarta selatan,"jakarta selatan, duren tiga",5,345,30,2020
1862,2020-01-18,jakarta selatan,"jakarta selatan, duren tiga",1,345,30,2020
1863,2020-01-18,jakarta selatan,"jakarta selatan, duren tiga",2,345,30,2020
1864,2020-01-18,jakarta selatan,"jakarta selatan, duren tiga",5,345,30,2020
1865,2020-01-01,jakarta selatan,"jakarta selatan, cilandak timur",1,440,175,2020
1866,2020-01-01,jakarta selatan,"jakarta selatan, cilandak timur",3,440,175,2020
1867,2020-01-01,jakarta selatan,"jakarta selatan, jati padang",1,781,70,2020
1868,2020-01-01,jakarta selatan,"jakarta selatan, jati padang",2,781,70,2020
1869,2020-01-01,jakarta selatan,"jakarta selatan, jati padang",3,781,70,2020
1870,2020-01-01,jakarta selatan,"jakarta selatan, jati padang",4,781,70,2020
1871,2020-01-01,jakarta selatan,"jakarta selatan, jati padang",5,781,70,2020
1872,2020-01-01,jakarta selatan,"jakarta selatan, jati padang",6,781,70,2020
1873,2020-01-01,jakarta selatan,"jakarta selatan, jati padang",7,781,70,2020
1874,2020-01-01,jakarta selatan,"jakarta selatan, jati padang",8,781,70,2020
1875,2020-01-01,jakarta selatan,"jakarta selatan, jati padang",9,781,70,2020
1876,2020-01-01,jakarta selatan,"jakarta selatan, jati padang",10,781,70,2020
1877,2020-01-01,jakarta selatan,"jakarta selatan, kebagusan",1,185,120,2020
1878,2020-01-01,jakarta selatan,"jakarta selatan, kebagusan",2,185,120,2020
1879,2020-01-01,jakarta selatan,"jakarta selatan, kebagusan",3,185,120,2020
1880,2020-01-01,jakarta selatan,"jakarta selatan, kebagusan",4,185,120,2020
1881,2020-01-01,jakarta selatan,"jakarta selatan, kebagusan",5,185,120,2020
1882,2020-01-01,jakarta selatan,"jakarta selatan, kebagusan",6,185,120,2020
1883,2020-01-01,jakarta selatan,"jakarta selatan, kebagusan",7,185,120,2020
1884,2020-01-01,jakarta selatan,"jakarta selatan, pejaten timur",5,0,200,2020
1885,2020-01-01,jakarta selatan,"jakarta selatan, pejaten timur",6,0,200,2020
1886,2020-01-01,jakarta selatan,"jakarta selatan, pejaten timur",7,0,200,2020
1887,2020-01-01,jakarta selatan,"jakarta selatan, pejaten timur",8,0,200,2020
1888,2020-01-09,jakarta selatan,"jakarta selatan, pejaten timur",5,0,200,2020
1889,2020-01-09,jakarta selatan,"jakarta selatan, pejaten timur",6,0,200,2020
1890,2020-01-09,jakarta selatan,"jakarta selatan, pejaten timur",7,0,200,2020
1891,2020-01-09,jakarta selatan,"jakarta selatan, pejaten timur",8,0,200,2020
1892,2020-01-24,jakarta selatan,"jakarta selatan, pejaten barat",8,0,80,2020
1893,2020-01-01,jakarta selatan,"jakarta selatan, bintaro",4,596,150,2020
1894,2020-01-01,jakarta selatan,"jakarta selatan, bintaro",5,596,150,2020
1895,2020-01-01,jakarta selatan,"jakarta selatan, bintaro",12,596,150,2020
1896,2020-01-27,jakarta selatan,"jakarta selatan, bintaro",4,596,150,2020
1897,2020-01-27,jakarta selatan,"jakarta selatan, bintaro",5,596,150,2020
1898,2020-01-27,jakarta selatan,"jakarta selatan, bintaro",12,596,150,2020
1899,2020-01-01,jakarta selatan,"jakarta selatan, petukangan utara",4,150,150,2020
1900,2020-01-27,jakarta selatan,"jakarta selatan, petukangan utara",4,150,150,2020
1901,2020-01-01,jakarta selatan,"jakarta selatan, ulujami",1,321,200,2020
1902,2020-01-01,jakarta selatan,"jakarta selatan, ulujami",2,321,200,2020
1903,2020-01-01,jakarta selatan,"jakarta selatan, ulujami",5,321,200,2020
1904,2020-01-01,jakarta selatan,"jakarta selatan, ulujami",7,321,200,2020
1905,2020-01-01,jakarta selatan,"jakarta selatan, ulujami",8,321,200,2020
1906,2020-01-18,jakarta selatan,"jakarta selatan, ulujami",1,321,200,2020
1907,2020-01-18,jakarta selatan,"jakarta selatan, ulujami",2,321,200,2020
1908,2020-01-18,jakarta selatan,"jakarta selatan, ulujami",5,321,200,2020
1909,2020-01-18,jakarta selatan,"jakarta selatan, ulujami",7,321,200,2020
1910,2020-01-18,jakarta selatan,"jakarta selatan, ulujami",8,321,200,2020
1911,2020-01-18,jakarta selatan,"jakarta selatan, petukangan selatan",6,0,80,2020
1912,2020-01-01,jakarta selatan,"jakarta selatan, guntur",6,25,70,2020
1913,2020-01-01,jakarta selatan,"jakarta selatan, karet semanggi",2,325,150,2020
1914,2020-01-01,jakarta selatan,"jakarta selatan, karet semanggi",3,325,150,2020
1915,2020-01-01,jakarta selatan,"jakarta selatan, karet semanggi",4,325,150,2020
1916,2020-01-01,jakarta selatan,"jakarta selatan, karet semanggi",8,325,150,2020
1917,2020-01-01,jakarta selatan,"jakarta selatan, kuningan timur",.05,269,70,2020
1918,2020-01-01,jakarta selatan,"jakarta selatan, manggarai",1,256,150,2020
1919,2020-01-01,jakarta selatan,"jakarta selatan, manggarai",2,256,150,2020
1920,2020-01-01,jakarta selatan,"jakarta selatan, manggarai",4,256,150,2020
1921,2020-01-01,jakarta selatan,"jakarta selatan, manggarai",5,256,150,2020
1922,2020-01-01,jakarta selatan,"jakarta selatan, manggarai",10,256,150,2020
1923,2020-01-01,jakarta selatan,"jakarta selatan, manggarai",11,256,150,2020
1924,2020-01-01,jakarta selatan,"jakarta selatan, manggarai selatan",2,0,150,2020
1925,2020-01-01,jakarta selatan,"jakarta selatan, bukit duri",4,228,200,2020
1926,2020-01-01,jakarta selatan,"jakarta selatan, bukit duri",10,228,200,2020
1927,2020-01-01,jakarta selatan,"jakarta selatan, bukit duri",11,228,200,2020
1928,2020-01-01,jakarta selatan,"jakarta selatan, bukit duri",12,228,200,2020
1929,2020-01-24,jakarta selatan,"jakarta selatan, bukit duri",4,228,200,2020
1930,2020-01-24,jakarta selatan,"jakarta selatan, bukit duri",10,228,200,2020
1931,2020-01-24,jakarta selatan,"jakarta selatan, bukit duri",11,228,200,2020
1932,2020-01-24,jakarta selatan,"jakarta selatan, bukit duri",12,228,200,2020
1933,2020-01-01,jakarta selatan,"jakarta selatan, kebon baru",1,1750,100,2020
1934,2020-01-01,jakarta selatan,"jakarta selatan, kebon baru",2,1750,100,2020
1935,2020-01-01,jakarta selatan,"jakarta selatan, kebon baru",4,1750,100,2020
1936,2020-01-01,jakarta selatan,"jakarta selatan, kebon baru",8,1750,100,2020
1937,2020-01-01,jakarta selatan,"jakarta selatan, kebon baru",9,1750,100,2020
1938,2020-01-01,jakarta selatan,"jakarta selatan, kebon baru",10,1750,100,2020
1939,2020-01-01,jakarta timur,"jakarta timur, cakung barat",1,850,150,2020
1940,2020-01-01,jakarta timur,"jakarta timur, cakung barat",3,850,150,2020
1941,2020-01-01,jakarta timur,"jakarta timur, cakung barat",6,850,150,2020
1942,2020-01-01,jakarta timur,"jakarta timur, cakung barat",7,850,150,2020
1943,2020-01-01,jakarta timur,"jakarta timur, cakung barat",8,850,150,2020
1944,2020-01-02,jakarta timur,"jakarta timur, cakung timur",1,658,70,2020
1945,2020-01-02,jakarta timur,"jakarta timur, cakung timur",2,658,70,2020
1946,2020-01-02,jakarta timur,"jakarta timur, cakung timur",3,658,70,2020
1947,2020-01-02,jakarta timur,"jakarta timur, cakung timur",4,658,70,2020
1948,2020-01-02,jakarta timur,"jakarta timur, cakung timur",5,658,70,2020
1949,2020-01-02,jakarta timur,"jakarta timur, cakung timur",6,658,70,2020
1950,2020-01-02,jakarta timur,"jakarta timur, cakung timur",7,658,70,2020
1951,2020-01-02,jakarta timur,"jakarta timur, cakung timur",8,658,70,2020
1952,2020-01-02,jakarta timur,"jakarta timur, cakung timur",9,658,70,2020
1953,2020-01-02,jakarta timur,"jakarta timur, cakung timur",10,658,70,2020
1954,2020-01-02,jakarta timur,"jakarta timur, cakung timur",11,658,70,2020
1955,2020-01-02,jakarta timur,"jakarta timur, cakung timur",12,658,70,2020
1956,2020-01-01,jakarta timur,"jakarta timur, penggilingan",4,0,30,2020
1957,2020-01-01,jakarta timur,"jakarta timur, penggilingan",6,0,30,2020
1958,2020-01-01,jakarta timur,"jakarta timur, penggilingan",7,0,30,2020
1959,2020-01-01,jakarta timur,"jakarta timur, rawa terate",4,195,200,2020
1960,2020-01-01,jakarta timur,"jakarta timur, rawa terate",5,195,200,2020
1961,2020-01-23,jakarta timur,"jakarta timur, rawa terate",4,195,200,2020
1962,2020-01-23,jakarta timur,"jakarta timur, rawa terate",5,195,200,2020
1963,2020-01-24,jakarta timur,"jakarta timur, rawa terate",4,195,200,2020
1964,2020-01-24,jakarta timur,"jakarta timur, rawa terate",5,195,200,2020
1965,2020-01-01,jakarta timur,"jakarta timur, ujung menteng",1,70,70,2020
1966,2020-01-01,jakarta timur,"jakarta timur, jatinegara",. 02,150,30,2020
1967,2020-01-01,jakarta timur,"jakarta timur, jatinegara",3,150,30,2020
1968,2020-01-01,jakarta timur,"jakarta timur, jatinegara",5,150,30,2020
1969,2020-01-01,jakarta timur,"jakarta timur, jatinegara",6,150,30,2020
1970,2020-01-01,jakarta timur,"jakarta timur, jatinegara",7,150,30,2020
1971,2020-01-01,jakarta timur,"jakarta timur, jatinegara",9,150,30,2020
1972,2020-01-01,jakarta timur,"jakarta timur, jatinegara",10,150,30,2020
1973,2020-01-01,jakarta timur,"jakarta timur, jatinegara",12,150,30,2020
1974,2020-01-01,jakarta timur,"jakarta timur, jatinegara",13,150,30,2020
1975,2020-01-01,jakarta timur,"jakarta timur, jatinegara",14,150,30,2020
1976,2020-01-01,jakarta timur,"jakarta timur, bambu apus",1,48,150,2020
1977,2020-01-01,jakarta timur,"jakarta timur, bambu apus",2,48,150,2020
1978,2020-01-01,jakarta timur,"jakarta timur, bambu apus",3,48,150,2020
1979,2020-01-01,jakarta timur,"jakarta timur, bambu apus",5,48,150,2020
1980,2020-01-01,jakarta timur,"jakarta timur, ceger",1,80,70,2020
1981,2020-01-01,jakarta timur,"jakarta timur, ceger",2,80,70,2020
1982,2020-01-01,jakarta timur,"jakarta timur, ceger",5,80,70,2020
1983,2020-01-01,jakarta timur,"jakarta timur, cipayung",3,190,150,2020
1984,2020-01-01,jakarta timur,"jakarta timur, cipayung",4,190,150,2020
1985,2020-01-01,jakarta timur,"jakarta timur, cipayung",6,190,150,2020
1986,2020-01-01,jakarta timur,"jakarta timur, cipayung",7,190,150,2020
1987,2020-01-01,jakarta timur,"jakarta timur, lubang buaya",3,0,150,2020
1988,2020-01-01,jakarta timur,"jakarta timur, lubang buaya",12,0,150,2020
1989,2020-01-01,jakarta timur,"jakarta timur, setu",1,47,150,2020
